description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-11 16:07:50,2025-05-11 16:13:39,348713,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-11 16:13:39,2025-05-11 16:13:43,3291,Succeeded
Instellen variabelen administratie urls 3,2025-05-11 16:13:44,2025-05-11 16:13:45,814,Succeeded
Instellen variabelen,2025-05-11 16:13:45,2025-05-11 16:13:48,3361,Succeeded
Instellen variabelen administratie urls 1,2025-05-11 16:13:50,2025-05-11 16:13:54,4404,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-11 16:13:54,2025-05-11 16:15:45,110714,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-11 16:15:45,2025-05-11 16:16:08,23084,Succeeded
Importeren Import definities part 7,2025-05-11 16:16:11,2025-05-11 16:16:42,30826,Succeeded
Importeren Import definities part 6,2025-05-11 16:16:43,2025-05-11 16:17:11,28146,Succeeded
Importeren Import definities part 5,2025-05-11 16:17:12,2025-05-11 16:17:40,27701,Succeeded
Importeren Import definities part 4,2025-05-11 16:17:41,2025-05-11 16:19:02,81166,Succeeded
Importeren Import definities part 3,2025-05-11 16:19:04,2025-05-11 16:19:39,35235,Succeeded
Importeren Import definities part 2,2025-05-11 16:19:40,2025-05-11 16:20:09,28746,Succeeded
Importeren Import definities part 1,2025-05-11 16:20:10,2025-05-11 16:21:07,56742,Succeeded
Import volledige e-inkoopfactuur,2025-05-11 16:21:08,2025-05-11 16:22:05,56908,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-11 16:22:05,2025-05-11 16:22:20,14323,Succeeded
Grootboekrekening wijzigen,2025-05-11 16:22:21,2025-05-11 16:22:45,24436,Succeeded
Grootboekrekening kopiëren,2025-05-11 16:22:46,2025-05-11 16:22:59,13811,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-11 16:23:00,2025-05-11 16:23:10,9967,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-11 16:23:11,2025-05-11 16:23:29,18309,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-11 16:23:31,2025-05-11 16:24:25,53853,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-11 16:24:26,2025-05-11 16:25:19,52558,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 16:25:19,2025-05-11 16:25:37,18316,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 16:25:38,2025-05-11 16:26:15,37005,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-11 16:26:16,2025-05-11 16:27:59,102925,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-11 16:28:00,2025-05-11 16:28:16,15675,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-11 16:28:17,2025-05-11 16:28:44,26975,Succeeded
Aanmaken ondernemer in Internet,2025-05-11 16:28:45,2025-05-11 16:29:05,19480,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-11 16:29:06,2025-05-11 16:30:21,74292,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-11 16:30:22,2025-05-11 16:30:56,34096,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-11 16:30:57,2025-05-11 16:31:18,20790,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-11 16:31:18,2025-05-11 16:31:29,10313,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-11 16:31:30,2025-05-11 16:31:49,19565,Succeeded
Afschrijvingen triggeren,2025-05-11 16:31:50,2025-05-11 16:31:59,9073,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-11 16:32:00,2025-05-11 16:32:29,29647,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-11 16:32:30,2025-05-11 16:33:23,53096,Succeeded
Betaling doen in Holding B.V.,2025-05-11 16:33:25,2025-05-11 16:34:36,71941,Succeeded
Controle op de betaling doen (betaalbestand controleren van Holding B.V.),2025-05-11 16:34:37,2025-05-11 16:34:46,9115,Succeeded
Voorbereiding - Bankmutatie negatief overige uitgave met sneltoetsen toevoegen,2025-05-11 16:34:47,2025-05-11 16:34:57,9316,Succeeded
Match op zoekwaarde (Uitgave),2025-05-11 16:34:58,2025-05-11 16:35:14,16605,Succeeded
Match op zoekwaarde (Ontvangst),2025-05-11 16:35:16,2025-05-11 16:35:28,12708,Succeeded
Match op zoekwaarde incl. btw (Uitgave),2025-05-11 16:35:30,2025-05-11 16:35:46,16806,Succeeded
Match op zoekwaarde incl. btw (Ontvangst),2025-05-11 16:35:48,2025-05-11 16:36:13,25746,Succeeded
Afletterregel VPB (betalingskenmerk belastingdienst),2025-05-11 16:36:14,2025-05-11 16:36:47,32623,Succeeded
Afletterregel OB (betalingskenmerk belastingdienst),2025-05-11 16:36:48,2025-05-11 16:37:00,11697,Succeeded
