description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-26 03:53:26,2025-05-26 03:59:16,350741,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-26 03:59:17,2025-05-26 03:59:20,3592,Succeeded
Instellen variabelen administratie urls 3,2025-05-26 03:59:22,2025-05-26 03:59:27,5048,Succeeded
Instellen variabelen,2025-05-26 03:59:27,2025-05-26 03:59:31,3933,Succeeded
Instellen variabelen administratie urls 1,2025-05-26 03:59:32,2025-05-26 03:59:37,4997,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-26 03:59:37,2025-05-26 04:01:19,101832,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-26 04:01:19,2025-05-26 04:01:43,23760,Succeeded
Importeren Import definities part 7,2025-05-26 04:01:45,2025-05-26 04:02:15,30556,Succeeded
Importeren Import definities part 6,2025-05-26 04:02:17,2025-05-26 04:02:47,30850,Succeeded
Importeren Import definities part 5,2025-05-26 04:02:49,2025-05-26 04:03:19,30370,Succeeded
Importeren Import definities part 4,2025-05-26 04:03:20,2025-05-26 04:04:42,81315,Succeeded
Importeren Import definities part 3,2025-05-26 04:04:43,2025-05-26 04:05:17,34300,Succeeded
Importeren Import definities part 2,2025-05-26 04:05:18,2025-05-26 04:05:46,27688,Succeeded
Importeren Import definities part 1,2025-05-26 04:05:47,2025-05-26 04:06:44,56638,Succeeded
Import volledige e-inkoopfactuur,2025-05-26 04:06:45,2025-05-26 04:07:41,56206,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-26 04:07:41,2025-05-26 04:07:56,14553,Succeeded
Grootboekrekening wijzigen,2025-05-26 04:07:57,2025-05-26 04:08:22,24548,Succeeded
Grootboekrekening kopiëren,2025-05-26 04:08:22,2025-05-26 04:08:36,14042,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-26 04:08:36,2025-05-26 04:08:46,9559,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-26 04:08:47,2025-05-26 04:09:03,15821,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-26 04:09:04,2025-05-26 04:09:59,54803,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-26 04:10:00,2025-05-26 04:10:49,48928,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-26 04:10:49,2025-05-26 04:11:08,18758,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-26 04:11:08,2025-05-26 04:11:44,35698,Succeeded
