description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-12 18:44:57,2025-05-12 18:50:45,347553,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-12 18:50:45,2025-05-12 18:50:48,2606,Succeeded
Instellen variabelen administratie urls 3,2025-05-12 18:50:49,2025-05-12 18:50:53,3253,Succeeded
Instellen variabelen,2025-05-12 18:50:53,2025-05-12 18:50:57,4470,Succeeded
Instellen variabelen administratie urls 1,2025-05-12 18:50:58,2025-05-12 18:51:06,7357,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-12 18:51:06,2025-05-12 18:52:46,100162,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-12 18:52:47,2025-05-12 18:53:09,22918,Succeeded
Importeren Import definities part 7,2025-05-12 18:53:12,2025-05-12 18:53:42,30525,Succeeded
Importeren Import definities part 6,2025-05-12 18:53:43,2025-05-12 18:54:13,29232,Succeeded
Importeren Import definities part 5,2025-05-12 18:54:14,2025-05-12 18:54:42,27972,Succeeded
Importeren Import definities part 4,2025-05-12 18:54:43,2025-05-12 18:56:08,85577,Succeeded
Importeren Import definities part 3,2025-05-12 18:56:10,2025-05-12 18:56:57,46936,Succeeded
Importeren Import definities part 2,2025-05-12 18:56:58,2025-05-12 18:57:26,27567,Succeeded
Importeren Import definities part 1,2025-05-12 18:57:27,2025-05-12 18:58:01,33733,Succeeded
Import volledige e-inkoopfactuur,2025-05-12 18:58:02,2025-05-12 18:58:58,55915,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-12 18:58:58,2025-05-12 18:59:12,14253,Succeeded
Grootboekrekening wijzigen,2025-05-12 18:59:14,2025-05-12 18:59:37,23559,Succeeded
Grootboekrekening kopiëren,2025-05-12 18:59:37,2025-05-12 18:59:51,13731,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-12 18:59:51,2025-05-12 19:00:02,10229,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-12 19:00:03,2025-05-12 19:00:19,16610,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-12 19:00:21,2025-05-12 19:01:14,52875,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-12 19:01:15,2025-05-12 19:02:08,52873,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-12 19:02:08,2025-05-12 19:02:24,15821,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-12 19:02:24,2025-05-12 19:03:00,35900,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-12 19:03:01,2025-05-12 19:04:42,100438,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-12 19:04:43,2025-05-12 19:04:58,15252,Succeeded
