description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-24 10:01:46,2025-05-24 10:06:20,273807,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-24 10:06:20,2025-05-24 10:06:23,2737,Succeeded
Instellen variabelen administratie urls 3,2025-05-24 10:06:24,2025-05-24 10:06:25,735,Succeeded
Instellen variabelen,2025-05-24 10:06:25,2025-05-24 10:06:26,361,Succeeded
Instellen variabelen administratie urls 1,2025-05-24 10:06:27,2025-05-24 10:06:28,842,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-24 10:06:28,2025-05-24 10:07:09,41089,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-24 10:07:10,2025-05-24 10:07:30,20373,Succeeded
Importeren Import definities part 7,2025-05-24 10:07:32,2025-05-24 10:08:00,27742,Succeeded
Importeren Import definities part 6,2025-05-24 10:08:01,2025-05-24 10:08:29,28296,Succeeded
Importeren Import definities part 5,2025-05-24 10:08:30,2025-05-24 10:08:58,28074,Succeeded
Importeren Import definities part 4,2025-05-24 10:09:00,2025-05-24 10:10:22,82557,Succeeded
Importeren Import definities part 3,2025-05-24 10:10:23,2025-05-24 10:10:59,35110,Succeeded
Importeren Import definities part 2,2025-05-24 10:11:00,2025-05-24 10:11:28,28592,Succeeded
Importeren Import definities part 1,2025-05-24 10:11:30,2025-05-24 10:12:04,34469,Succeeded
Import volledige e-inkoopfactuur,2025-05-24 10:12:05,2025-05-24 10:12:40,34761,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-24 10:12:40,2025-05-24 10:12:56,16108,Succeeded
Grootboekrekening wijzigen,2025-05-24 10:12:58,2025-05-24 10:13:12,13951,Succeeded
Grootboekrekening kopiëren,2025-05-24 10:13:12,2025-05-24 10:13:28,15493,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-24 10:13:28,2025-05-24 10:13:40,12095,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-24 10:13:41,2025-05-24 10:13:54,13156,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-24 10:13:56,2025-05-24 10:14:20,24360,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-24 10:14:22,2025-05-24 10:14:40,18267,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-24 10:14:40,2025-05-24 10:14:51,11236,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-24 10:14:52,2025-05-24 10:15:13,21249,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-24 10:15:14,2025-05-24 10:16:50,95565,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-24 10:16:51,2025-05-24 10:17:05,14480,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-24 10:17:07,2025-05-24 10:17:27,19914,Succeeded
Aanmaken ondernemer in Internet,2025-05-24 10:17:28,2025-05-24 10:17:43,15017,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-24 10:17:44,2025-05-24 10:18:16,31576,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-24 10:18:17,2025-05-24 10:18:35,17704,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-24 10:18:36,2025-05-24 10:18:57,20274,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-24 10:18:57,2025-05-24 10:19:07,9948,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-24 10:19:08,2025-05-24 10:19:27,18707,Succeeded
Afschrijvingen triggeren,2025-05-24 10:19:27,2025-05-24 10:19:36,8724,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-24 10:19:37,2025-05-24 10:20:04,26759,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-24 10:20:04,2025-05-24 10:20:36,31919,Succeeded
