description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-11 08:21:56,2025-05-11 08:27:43,347440,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-11 08:27:43,2025-05-11 08:27:44,1028,Succeeded
Instellen variabelen administratie urls 3,2025-05-11 08:27:46,2025-05-11 08:27:47,1241,Succeeded
Instellen variabelen,2025-05-11 08:27:47,2025-05-11 08:27:48,1082,Succeeded
Instellen variabelen administratie urls 1,2025-05-11 08:27:49,2025-05-11 08:27:59,10022,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-11 08:28:00,2025-05-11 08:29:40,100756,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-11 08:29:41,2025-05-11 08:30:05,23986,Succeeded
Importeren Import definities part 7,2025-05-11 08:30:07,2025-05-11 08:30:38,30723,Succeeded
Importeren Import definities part 6,2025-05-11 08:30:39,2025-05-11 08:31:08,29179,Succeeded
Importeren Import definities part 5,2025-05-11 08:31:09,2025-05-11 08:31:37,27561,Succeeded
Importeren Import definities part 4,2025-05-11 08:31:38,2025-05-11 08:32:59,80941,Succeeded
Importeren Import definities part 3,2025-05-11 08:33:00,2025-05-11 08:33:36,35049,Succeeded
Importeren Import definities part 2,2025-05-11 08:33:37,2025-05-11 08:34:05,27813,Succeeded
Importeren Import definities part 1,2025-05-11 08:34:06,2025-05-11 08:35:01,55383,Succeeded
Import volledige e-inkoopfactuur,2025-05-11 08:35:02,2025-05-11 08:35:57,54832,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-11 08:35:57,2025-05-11 08:36:13,15678,Succeeded
Grootboekrekening wijzigen,2025-05-11 08:36:14,2025-05-11 08:36:37,23219,Succeeded
Grootboekrekening kopiëren,2025-05-11 08:36:38,2025-05-11 08:36:52,14068,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-11 08:36:52,2025-05-11 08:37:02,9588,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-11 08:37:03,2025-05-11 08:37:19,16368,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-11 08:37:21,2025-05-11 08:38:16,55227,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-11 08:38:17,2025-05-11 08:39:07,49470,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 08:39:07,2025-05-11 08:39:24,17235,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 08:39:24,2025-05-11 08:40:00,35890,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-11 08:40:01,2025-05-11 08:41:42,100477,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-11 08:41:43,2025-05-11 08:41:58,15246,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-11 08:42:00,2025-05-11 08:42:26,26745,Succeeded
Aanmaken ondernemer in Internet,2025-05-11 08:42:28,2025-05-11 08:42:44,16554,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-11 08:42:46,2025-05-11 08:43:55,69875,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-11 08:43:56,2025-05-11 08:44:15,18703,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-11 08:44:17,2025-05-11 08:44:47,30007,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-11 08:44:47,2025-05-11 08:44:57,10096,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-11 08:44:58,2025-05-11 08:45:17,19269,Succeeded
Afschrijvingen triggeren,2025-05-11 08:45:18,2025-05-11 08:45:26,8935,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-11 08:45:28,2025-05-11 08:45:57,29063,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-11 08:45:57,2025-05-11 08:46:51,53586,Succeeded
