description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-20 20:44:53,2025-05-20 20:51:06,372726,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-20 20:51:06,2025-05-20 20:51:11,4997,Succeeded
Instellen variabelen administratie urls 3,2025-05-20 20:51:13,2025-05-20 20:51:13,667,Succeeded
Instellen variabelen,2025-05-20 20:51:14,2025-05-20 20:51:19,5113,Succeeded
Instellen variabelen administratie urls 1,2025-05-20 20:51:20,2025-05-20 20:51:30,10447,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-20 20:51:31,2025-05-20 20:53:53,142018,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-20 20:53:53,2025-05-20 20:54:17,23789,Succeeded
Importeren Import definities part 7,2025-05-20 20:54:19,2025-05-20 20:54:49,29941,Succeeded
Importeren Import definities part 6,2025-05-20 20:54:50,2025-05-20 20:55:19,29122,Succeeded
Importeren Import definities part 5,2025-05-20 20:55:20,2025-05-20 20:55:49,28378,Succeeded
Importeren Import definities part 4,2025-05-20 20:55:50,2025-05-20 20:57:13,83264,Succeeded
Importeren Import definities part 3,2025-05-20 20:57:14,2025-05-20 20:57:50,35932,Succeeded
Importeren Import definities part 2,2025-05-20 20:57:51,2025-05-20 20:58:21,29137,Succeeded
Importeren Import definities part 1,2025-05-20 20:58:22,2025-05-20 20:58:57,35112,Succeeded
Import volledige e-inkoopfactuur,2025-05-20 20:58:58,2025-05-20 20:59:55,56920,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-20 20:59:55,2025-05-20 21:00:12,16564,Succeeded
Grootboekrekening wijzigen,2025-05-20 21:00:13,2025-05-20 21:00:38,24777,Succeeded
Grootboekrekening kopiëren,2025-05-20 21:00:38,2025-05-20 21:00:52,14374,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-20 21:00:53,2025-05-20 21:01:03,10221,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-20 21:01:04,2025-05-20 21:01:21,17552,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-20 21:01:23,2025-05-20 21:02:24,61130,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-20 21:02:25,2025-05-20 21:03:20,54335,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-20 21:03:20,2025-05-20 21:03:32,11634,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-20 21:03:32,2025-05-20 21:04:14,42584,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-20 21:04:15,2025-05-20 21:06:20,124011,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-20 21:06:21,2025-05-20 21:06:59,38089,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-20 21:07:00,2025-05-20 21:07:28,27489,Succeeded
Aanmaken ondernemer in Internet,2025-05-20 21:07:29,2025-05-20 21:07:48,19604,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-20 21:07:50,2025-05-20 21:09:02,72555,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-20 21:09:03,2025-05-20 21:09:39,35793,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-20 21:09:40,2025-05-20 21:10:02,21334,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-20 21:10:02,2025-05-20 21:10:12,10201,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-20 21:10:13,2025-05-20 21:10:32,19368,Succeeded
Afschrijvingen triggeren,2025-05-20 21:10:33,2025-05-20 21:10:42,9305,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-20 21:10:43,2025-05-20 21:11:16,32355,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-20 21:11:16,2025-05-20 21:12:15,59329,Succeeded
Betaling doen in Holding B.V.,2025-05-20 21:12:17,2025-05-20 21:13:34,77060,Succeeded
Controle op de betaling doen (betaalbestand controleren van Holding B.V.),2025-05-20 21:13:34,2025-05-20 21:13:44,9858,Succeeded
Voorbereiding - Bankmutatie negatief overige uitgave met sneltoetsen toevoegen,2025-05-20 21:13:45,2025-05-20 21:13:55,9798,Succeeded
Match op zoekwaarde (Uitgave),2025-05-20 21:13:56,2025-05-20 21:14:14,17725,Succeeded
