description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-26 13:41:42,2025-05-26 13:46:14,271787,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-26 13:46:15,2025-05-26 13:46:19,4339,Succeeded
Instellen variabelen administratie urls 3,2025-05-26 13:46:21,2025-05-26 13:46:21,632,Succeeded
Instellen variabelen,2025-05-26 13:46:22,2025-05-26 13:46:22,240,Succeeded
Instellen variabelen administratie urls 1,2025-05-26 13:46:23,2025-05-26 13:46:24,479,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-26 13:46:24,2025-05-26 13:47:03,39183,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-26 13:47:03,2025-05-26 13:47:24,21173,Succeeded
Importeren Import definities part 7,2025-05-26 13:47:26,2025-05-26 13:47:55,28146,Succeeded
Importeren Import definities part 6,2025-05-26 13:47:56,2025-05-26 13:48:24,27933,Succeeded
Importeren Import definities part 5,2025-05-26 13:48:25,2025-05-26 13:48:53,28212,Succeeded
Importeren Import definities part 4,2025-05-26 13:48:54,2025-05-26 13:50:16,82196,Succeeded
Importeren Import definities part 3,2025-05-26 13:50:18,2025-05-26 13:50:52,34602,Succeeded
Importeren Import definities part 2,2025-05-26 13:50:53,2025-05-26 13:51:22,28486,Succeeded
Importeren Import definities part 1,2025-05-26 13:51:23,2025-05-26 13:51:58,34603,Succeeded
Import volledige e-inkoopfactuur,2025-05-26 13:51:59,2025-05-26 13:52:32,33484,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-26 13:52:32,2025-05-26 13:52:47,14500,Succeeded
Grootboekrekening wijzigen,2025-05-26 13:52:48,2025-05-26 13:53:04,15569,Succeeded
Grootboekrekening kopiëren,2025-05-26 13:53:04,2025-05-26 13:53:20,16202,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-26 13:53:21,2025-05-26 13:53:31,10118,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-26 13:53:32,2025-05-26 13:53:45,13176,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-26 13:53:47,2025-05-26 13:54:06,19146,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-26 13:54:07,2025-05-26 13:54:29,21503,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-26 13:54:29,2025-05-26 13:54:43,13704,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-26 13:54:43,2025-05-26 13:55:01,17929,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-26 13:55:02,2025-05-26 13:56:38,95273,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-26 13:56:39,2025-05-26 13:56:53,14140,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-26 13:56:54,2025-05-26 13:57:13,19240,Succeeded
Aanmaken ondernemer in Internet,2025-05-26 13:57:14,2025-05-26 13:57:30,15338,Succeeded
