description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-21 00:40:32,2025-05-21 00:46:46,374038,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-21 00:46:46,2025-05-21 00:46:50,4195,Succeeded
Instellen variabelen administratie urls 3,2025-05-21 00:46:52,2025-05-21 00:46:53,856,Succeeded
Instellen variabelen,2025-05-21 00:46:53,2025-05-21 00:46:58,5404,Succeeded
Instellen variabelen administratie urls 1,2025-05-21 00:46:59,2025-05-21 00:47:07,7802,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-21 00:47:07,2025-05-21 00:49:05,117556,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-21 00:49:05,2025-05-21 00:49:31,25456,Succeeded
Importeren Import definities part 7,2025-05-21 00:49:33,2025-05-21 00:50:05,31941,Succeeded
Importeren Import definities part 6,2025-05-21 00:50:06,2025-05-21 00:50:37,31024,Succeeded
Importeren Import definities part 5,2025-05-21 00:50:38,2025-05-21 00:51:07,28959,Succeeded
Importeren Import definities part 4,2025-05-21 00:51:08,2025-05-21 00:52:32,83783,Succeeded
Importeren Import definities part 3,2025-05-21 00:52:33,2025-05-21 00:53:10,36389,Succeeded
Importeren Import definities part 2,2025-05-21 00:53:11,2025-05-21 00:53:39,28168,Succeeded
Importeren Import definities part 1,2025-05-21 00:53:40,2025-05-21 00:54:15,35235,Succeeded
Import volledige e-inkoopfactuur,2025-05-21 00:54:16,2025-05-21 00:55:15,58305,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-21 00:55:15,2025-05-21 00:55:49,34130,Succeeded
Grootboekrekening wijzigen,2025-05-21 00:55:51,2025-05-21 00:56:03,12859,Succeeded
Grootboekrekening kopiëren,2025-05-21 00:56:04,2025-05-21 00:56:19,14958,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-21 00:56:19,2025-05-21 00:56:29,10497,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-21 00:56:30,2025-05-21 00:56:46,16020,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-21 00:56:48,2025-05-21 00:57:53,65170,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-21 00:57:54,2025-05-21 00:59:26,91624,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-21 00:59:26,2025-05-21 00:59:41,14745,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-21 00:59:41,2025-05-21 01:00:23,42198,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-21 01:00:25,2025-05-21 01:02:30,125481,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-21 01:02:31,2025-05-21 01:02:48,16301,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-21 01:02:49,2025-05-21 01:03:17,27877,Succeeded
Aanmaken ondernemer in Internet,2025-05-21 01:03:18,2025-05-21 01:03:36,17665,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-21 01:03:37,2025-05-21 01:04:50,73011,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-21 01:04:51,2025-05-21 01:05:11,19589,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-21 01:05:12,2025-05-21 01:05:43,31536,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-21 01:05:44,2025-05-21 01:05:54,10792,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-21 01:05:56,2025-05-21 01:06:15,19983,Succeeded
Afschrijvingen triggeren,2025-05-21 01:06:16,2025-05-21 01:06:25,9008,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-21 01:06:26,2025-05-21 01:06:56,30607,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-21 01:06:57,2025-05-21 01:07:56,58962,Succeeded
Betaling doen in Holding B.V.,2025-05-21 01:07:57,2025-05-21 01:09:29,91972,Succeeded
Controle op de betaling doen (betaalbestand controleren van Holding B.V.),2025-05-21 01:09:30,2025-05-21 01:09:39,9395,Succeeded
Voorbereiding - Bankmutatie negatief overige uitgave met sneltoetsen toevoegen,2025-05-21 01:09:40,2025-05-21 01:09:50,9783,Succeeded
Match op zoekwaarde (Uitgave),2025-05-21 01:09:51,2025-05-21 01:10:08,16579,Succeeded
Match op zoekwaarde (Ontvangst),2025-05-21 01:10:09,2025-05-21 01:10:22,13208,Succeeded
Match op zoekwaarde incl. btw (Uitgave),2025-05-21 01:10:23,2025-05-21 01:10:41,17671,Succeeded
Match op zoekwaarde incl. btw (Ontvangst),2025-05-21 01:10:42,2025-05-21 01:11:08,25820,Succeeded
Afletterregel VPB (betalingskenmerk belastingdienst),2025-05-21 01:11:09,2025-05-21 01:11:41,32029,Succeeded
Afletterregel OB (betalingskenmerk belastingdienst),2025-05-21 01:11:42,2025-05-21 01:11:55,12431,Succeeded
Controle afletterregel OB (betalingskenmerk belastingdienst),2025-05-21 01:11:55,2025-05-21 01:12:07,11536,Succeeded
