description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-24 05:46:25,2025-05-24 05:50:46,261878,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-24 05:50:47,2025-05-24 05:50:50,3215,Succeeded
Instellen variabelen,2025-05-24 05:50:52,2025-05-24 05:50:52,226,Succeeded
Instellen variabelen administratie urls 3,2025-05-24 05:50:52,2025-05-24 05:50:52,343,Succeeded
Instellen variabelen administratie urls 1,2025-05-24 05:50:53,2025-05-24 05:50:54,469,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-24 05:50:54,2025-05-24 05:51:34,39453,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-24 05:51:34,2025-05-24 05:51:54,20269,Succeeded
Importeren Import definities part 7,2025-05-24 05:51:56,2025-05-24 05:52:23,27502,Succeeded
Importeren Import definities part 6,2025-05-24 05:52:25,2025-05-24 05:52:52,27623,Succeeded
Importeren Import definities part 5,2025-05-24 05:52:54,2025-05-24 05:53:21,27441,Succeeded
Importeren Import definities part 4,2025-05-24 05:53:22,2025-05-24 05:54:41,78972,Succeeded
Importeren Import definities part 3,2025-05-24 05:54:42,2025-05-24 05:55:16,33646,Succeeded
Importeren Import definities part 2,2025-05-24 05:55:17,2025-05-24 05:55:44,27131,Succeeded
Importeren Import definities part 1,2025-05-24 05:55:45,2025-05-24 05:56:18,33009,Succeeded
Import volledige e-inkoopfactuur,2025-05-24 05:56:20,2025-05-24 05:56:52,31914,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-24 05:56:52,2025-05-24 05:57:05,12793,Succeeded
Grootboekrekening wijzigen,2025-05-24 05:57:07,2025-05-24 05:57:19,12521,Succeeded
Grootboekrekening kopiëren,2025-05-24 05:57:19,2025-05-24 05:57:35,15466,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-24 05:57:35,2025-05-24 05:57:45,10287,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-24 05:57:47,2025-05-24 05:57:57,10493,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-24 05:57:58,2025-05-24 05:58:19,20592,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-24 05:58:21,2025-05-24 05:58:42,21076,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-24 05:58:42,2025-05-24 05:58:55,12957,Succeeded
