description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-11 23:33:30,2025-05-11 23:39:14,344271,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-11 23:39:14,2025-05-11 23:39:20,5778,Succeeded
Instellen variabelen administratie urls 3,2025-05-11 23:39:21,2025-05-11 23:39:22,895,Succeeded
Instellen variabelen,2025-05-11 23:39:22,2025-05-11 23:39:23,496,Succeeded
Instellen variabelen administratie urls 1,2025-05-11 23:39:24,2025-05-11 23:39:30,5601,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-11 23:39:30,2025-05-11 23:41:15,105154,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-11 23:41:15,2025-05-11 23:41:38,23057,Succeeded
Importeren Import definities part 7,2025-05-11 23:41:41,2025-05-11 23:42:11,30727,Succeeded
Importeren Import definities part 6,2025-05-11 23:42:13,2025-05-11 23:42:42,28776,Succeeded
Importeren Import definities part 5,2025-05-11 23:42:43,2025-05-11 23:43:11,28108,Succeeded
Importeren Import definities part 4,2025-05-11 23:43:12,2025-05-11 23:44:34,82101,Succeeded
Importeren Import definities part 3,2025-05-11 23:44:35,2025-05-11 23:45:10,34400,Succeeded
Importeren Import definities part 2,2025-05-11 23:45:11,2025-05-11 23:45:39,27791,Succeeded
Importeren Import definities part 1,2025-05-11 23:45:40,2025-05-11 23:46:14,33654,Succeeded
Import volledige e-inkoopfactuur,2025-05-11 23:46:15,2025-05-11 23:47:28,73500,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-11 23:47:29,2025-05-11 23:47:59,30596,Succeeded
Grootboekrekening wijzigen,2025-05-11 23:48:01,2025-05-11 23:48:13,12553,Succeeded
Grootboekrekening kopiëren,2025-05-11 23:48:13,2025-05-11 23:48:27,13982,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-11 23:48:28,2025-05-11 23:48:38,9922,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-11 23:48:39,2025-05-11 23:48:55,16127,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-11 23:48:56,2025-05-11 23:49:58,61353,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-11 23:49:59,2025-05-11 23:50:54,54430,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 23:50:54,2025-05-11 23:51:12,18520,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 23:51:13,2025-05-11 23:51:49,36404,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-11 23:51:50,2025-05-11 23:53:31,101081,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-11 23:53:33,2025-05-11 23:53:48,15520,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-11 23:53:49,2025-05-11 23:54:16,26657,Succeeded
