description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-09 03:56:26,2025-05-09 04:02:13,347404,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-09 04:02:14,2025-05-09 04:02:19,5391,Succeeded
Instellen variabelen administratie urls 3,2025-05-09 04:02:21,2025-05-09 04:02:21,825,Succeeded
Instellen variabelen,2025-05-09 04:02:22,2025-05-09 04:02:22,520,Succeeded
Instellen variabelen administratie urls 1,2025-05-09 04:02:23,2025-05-09 04:02:24,1052,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-09 04:02:24,2025-05-09 04:04:46,141256,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-09 04:04:46,2025-05-09 04:05:09,22845,Succeeded
Importeren Import definities part 7,2025-05-09 04:05:11,2025-05-09 04:05:40,29041,Succeeded
Importeren Import definities part 6,2025-05-09 04:05:41,2025-05-09 04:06:10,28464,Succeeded
Importeren Import definities part 5,2025-05-09 04:06:11,2025-05-09 04:06:39,28035,Succeeded
Importeren Import definities part 4,2025-05-09 04:06:40,2025-05-09 04:08:21,100559,Succeeded
Importeren Import definities part 3,2025-05-09 04:08:22,2025-05-09 04:08:57,34691,Succeeded
Importeren Import definities part 2,2025-05-09 04:08:58,2025-05-09 04:09:26,27406,Succeeded
Importeren Import definities part 1,2025-05-09 04:09:27,2025-05-09 04:10:01,34469,Succeeded
Import volledige e-inkoopfactuur,2025-05-09 04:10:02,2025-05-09 04:10:59,56474,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-09 04:10:59,2025-05-09 04:11:14,14609,Succeeded
Grootboekrekening wijzigen,2025-05-09 04:11:15,2025-05-09 04:11:38,23161,Succeeded
Grootboekrekening kopiëren,2025-05-09 04:11:39,2025-05-09 04:11:53,14066,Succeeded
