description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-12 20:40:31,2025-05-12 20:46:18,346641,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-12 20:46:18,2025-05-12 20:46:21,2593,Succeeded
Instellen variabelen administratie urls 3,2025-05-12 20:46:22,2025-05-12 20:46:23,759,Succeeded
Instellen variabelen,2025-05-12 20:46:23,2025-05-12 20:46:27,4367,Succeeded
Instellen variabelen administratie urls 1,2025-05-12 20:46:28,2025-05-12 20:46:36,7647,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-12 20:46:36,2025-05-12 20:48:22,105893,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-12 20:48:22,2025-05-12 20:48:46,23368,Succeeded
Importeren Import definities part 7,2025-05-12 20:48:48,2025-05-12 20:49:19,30958,Succeeded
Importeren Import definities part 6,2025-05-12 20:49:20,2025-05-12 20:49:48,27987,Succeeded
Importeren Import definities part 5,2025-05-12 20:49:49,2025-05-12 20:50:17,27734,Succeeded
Importeren Import definities part 4,2025-05-12 20:50:18,2025-05-12 20:52:02,103662,Succeeded
Importeren Import definities part 3,2025-05-12 20:52:03,2025-05-12 20:52:40,36432,Succeeded
Importeren Import definities part 2,2025-05-12 20:52:41,2025-05-12 20:53:09,27949,Succeeded
Importeren Import definities part 1,2025-05-12 20:53:10,2025-05-12 20:53:44,34052,Succeeded
Import volledige e-inkoopfactuur,2025-05-12 20:53:45,2025-05-12 20:54:41,55813,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-12 20:54:41,2025-05-12 20:54:56,14636,Succeeded
Grootboekrekening wijzigen,2025-05-12 20:54:57,2025-05-12 20:55:21,23604,Succeeded
Grootboekrekening kopiëren,2025-05-12 20:55:21,2025-05-12 20:55:35,13859,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-12 20:55:35,2025-05-12 20:55:45,9809,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-12 20:55:46,2025-05-12 20:56:03,16510,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-12 20:56:04,2025-05-12 20:57:01,56975,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-12 20:57:02,2025-05-12 20:57:54,51952,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-12 20:57:54,2025-05-12 20:58:13,18723,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-12 20:58:13,2025-05-12 20:58:49,35362,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-12 20:58:50,2025-05-12 21:00:31,101382,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-12 21:00:33,2025-05-12 21:00:48,15351,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-12 21:00:49,2025-05-12 21:01:16,26706,Succeeded
Aanmaken ondernemer in Internet,2025-05-12 21:01:17,2025-05-12 21:01:34,16602,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-12 21:01:35,2025-05-12 21:02:40,64900,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-12 21:02:41,2025-05-12 21:03:16,34811,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-12 21:03:17,2025-05-12 21:03:37,20138,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-12 21:03:38,2025-05-12 21:03:48,10164,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-12 21:03:49,2025-05-12 21:04:08,19225,Succeeded
Afschrijvingen triggeren,2025-05-12 21:04:08,2025-05-12 21:04:17,8963,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-12 21:04:18,2025-05-12 21:04:47,28700,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-12 21:04:47,2025-05-12 21:05:44,56733,Succeeded
Betaling doen in Holding B.V.,2025-05-12 21:05:46,2025-05-12 21:07:19,93444,Succeeded
Controle op de betaling doen (betaalbestand controleren van Holding B.V.),2025-05-12 21:07:19,2025-05-12 21:07:28,9013,Succeeded
Voorbereiding - Bankmutatie negatief overige uitgave met sneltoetsen toevoegen,2025-05-12 21:07:30,2025-05-12 21:07:39,9055,Succeeded
Match op zoekwaarde (Uitgave),2025-05-12 21:07:40,2025-05-12 21:07:56,16540,Succeeded
Match op zoekwaarde (Ontvangst),2025-05-12 21:07:57,2025-05-12 21:08:11,13204,Succeeded
Match op zoekwaarde incl. btw (Uitgave),2025-05-12 21:08:12,2025-05-12 21:08:28,16237,Succeeded
