description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-11 04:28:52,2025-05-11 04:34:37,344910,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-11 04:34:37,2025-05-11 04:34:40,2369,Succeeded
Instellen variabelen administratie urls 3,2025-05-11 04:34:41,2025-05-11 04:34:42,904,Succeeded
Instellen variabelen,2025-05-11 04:34:42,2025-05-11 04:34:43,670,Succeeded
Instellen variabelen administratie urls 1,2025-05-11 04:34:44,2025-05-11 04:34:51,7232,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-11 04:34:52,2025-05-11 04:36:55,123434,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-11 04:36:55,2025-05-11 04:37:19,23733,Succeeded
Importeren Import definities part 7,2025-05-11 04:37:22,2025-05-11 04:37:53,31093,Succeeded
Importeren Import definities part 6,2025-05-11 04:37:54,2025-05-11 04:38:23,28658,Succeeded
Importeren Import definities part 5,2025-05-11 04:38:24,2025-05-11 04:38:53,28686,Succeeded
Importeren Import definities part 4,2025-05-11 04:38:54,2025-05-11 04:40:16,81744,Succeeded
Importeren Import definities part 3,2025-05-11 04:40:17,2025-05-11 04:40:52,35043,Succeeded
Importeren Import definities part 2,2025-05-11 04:40:53,2025-05-11 04:41:21,27726,Succeeded
Importeren Import definities part 1,2025-05-11 04:41:22,2025-05-11 04:41:55,33592,Succeeded
Import volledige e-inkoopfactuur,2025-05-11 04:41:57,2025-05-11 04:42:52,55646,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-11 04:42:53,2025-05-11 04:43:29,36750,Succeeded
Grootboekrekening wijzigen,2025-05-11 04:43:31,2025-05-11 04:43:57,25885,Succeeded
Grootboekrekening kopiëren,2025-05-11 04:43:57,2025-05-11 04:44:11,14075,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-11 04:44:11,2025-05-11 04:44:21,9724,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-11 04:44:22,2025-05-11 04:44:37,14768,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-11 04:44:38,2025-05-11 04:45:35,56164,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-11 04:45:36,2025-05-11 04:46:27,51107,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 04:46:27,2025-05-11 04:46:46,18325,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-11 04:46:46,2025-05-11 04:47:20,33672,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-11 04:47:21,2025-05-11 04:49:02,101562,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-11 04:49:04,2025-05-11 04:49:19,15736,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-11 04:49:20,2025-05-11 04:49:47,26893,Succeeded
Aanmaken ondernemer in Internet,2025-05-11 04:49:49,2025-05-11 04:50:06,16978,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-11 04:50:07,2025-05-11 04:51:15,68038,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-11 04:51:16,2025-05-11 04:51:50,34195,Succeeded
