description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-20 05:54:44,2025-05-20 06:00:51,367191,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-20 06:00:51,2025-05-20 06:00:57,5420,Succeeded
Instellen variabelen administratie urls 3,2025-05-20 06:00:58,2025-05-20 06:00:59,809,Succeeded
Instellen variabelen,2025-05-20 06:00:59,2025-05-20 06:01:04,4716,Succeeded
Instellen variabelen administratie urls 1,2025-05-20 06:01:05,2025-05-20 06:01:10,5204,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-20 06:01:10,2025-05-20 06:02:56,105741,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-20 06:02:56,2025-05-20 06:03:20,23578,Succeeded
Importeren Import definities part 7,2025-05-20 06:03:22,2025-05-20 06:03:53,30517,Succeeded
Importeren Import definities part 6,2025-05-20 06:03:54,2025-05-20 06:04:25,31035,Succeeded
Importeren Import definities part 5,2025-05-20 06:04:26,2025-05-20 06:04:55,29174,Succeeded
Importeren Import definities part 4,2025-05-20 06:04:56,2025-05-20 06:06:17,80739,Succeeded
Importeren Import definities part 3,2025-05-20 06:06:18,2025-05-20 06:06:53,34696,Succeeded
Importeren Import definities part 2,2025-05-20 06:06:54,2025-05-20 06:07:44,50372,Succeeded
Importeren Import definities part 1,2025-05-20 06:07:46,2025-05-20 06:08:19,33875,Succeeded
Import volledige e-inkoopfactuur,2025-05-20 06:08:21,2025-05-20 06:09:17,56827,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-20 06:09:18,2025-05-20 06:09:32,14852,Succeeded
Grootboekrekening wijzigen,2025-05-20 06:09:34,2025-05-20 06:09:58,24024,Succeeded
Grootboekrekening kopiëren,2025-05-20 06:09:58,2025-05-20 06:10:12,13888,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-20 06:10:12,2025-05-20 06:10:22,9755,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-20 06:10:23,2025-05-20 06:10:40,16947,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-20 06:10:41,2025-05-20 06:11:32,50912,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-20 06:11:34,2025-05-20 06:12:21,47338,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-20 06:12:21,2025-05-20 06:12:40,18556,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-20 06:12:40,2025-05-20 06:13:15,34815,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-20 06:13:16,2025-05-20 06:14:55,99284,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-20 06:14:56,2025-05-20 06:15:11,14827,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-20 06:15:12,2025-05-20 06:15:38,25898,Succeeded
Aanmaken ondernemer in Internet,2025-05-20 06:15:40,2025-05-20 06:15:56,16540,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-20 06:15:57,2025-05-20 06:17:04,66188,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-20 06:17:05,2025-05-20 06:17:43,38822,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-20 06:17:45,2025-05-20 06:18:04,19414,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-20 06:18:04,2025-05-20 06:18:14,9935,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-20 06:18:16,2025-05-20 06:18:35,19199,Succeeded
Afschrijvingen triggeren,2025-05-20 06:18:35,2025-05-20 06:18:44,8819,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-20 06:18:45,2025-05-20 06:19:14,28819,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-20 06:19:14,2025-05-20 06:20:10,55670,Succeeded
Betaling doen in Holding B.V.,2025-05-20 06:20:11,2025-05-20 06:21:39,88233,Succeeded
Controle op de betaling doen (betaalbestand controleren van Holding B.V.),2025-05-20 06:21:40,2025-05-20 06:21:49,9523,Succeeded
Voorbereiding - Bankmutatie negatief overige uitgave met sneltoetsen toevoegen,2025-05-20 06:21:50,2025-05-20 06:21:59,9031,Succeeded
Match op zoekwaarde (Uitgave),2025-05-20 06:22:00,2025-05-20 06:22:17,16353,Succeeded
Match op zoekwaarde (Ontvangst),2025-05-20 06:22:18,2025-05-20 06:22:31,12867,Succeeded
Match op zoekwaarde incl. btw (Uitgave),2025-05-20 06:22:32,2025-05-20 06:22:48,16500,Succeeded
