description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-13 19:23:45,2025-05-13 19:29:40,354140,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-13 19:29:40,2025-05-13 19:29:47,6970,Succeeded
Instellen variabelen administratie urls 3,2025-05-13 19:29:48,2025-05-13 19:29:54,6030,Succeeded
Instellen variabelen,2025-05-13 19:29:55,2025-05-13 19:29:57,2187,Succeeded
Instellen variabelen administratie urls 1,2025-05-13 19:29:58,2025-05-13 19:30:02,3930,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-13 19:30:02,2025-05-13 19:31:41,99379,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-13 19:31:41,2025-05-13 19:32:05,23613,Succeeded
Importeren Import definities part 7,2025-05-13 19:32:08,2025-05-13 19:32:37,29932,Succeeded
Importeren Import definities part 6,2025-05-13 19:32:39,2025-05-13 19:33:07,28257,Succeeded
Importeren Import definities part 5,2025-05-13 19:33:08,2025-05-13 19:33:36,27782,Succeeded
Importeren Import definities part 4,2025-05-13 19:33:37,2025-05-13 19:34:59,81489,Succeeded
Importeren Import definities part 3,2025-05-13 19:35:00,2025-05-13 19:35:35,34693,Succeeded
Importeren Import definities part 2,2025-05-13 19:35:36,2025-05-13 19:36:04,28352,Succeeded
Importeren Import definities part 1,2025-05-13 19:36:05,2025-05-13 19:36:39,34036,Succeeded
Import volledige e-inkoopfactuur,2025-05-13 19:36:40,2025-05-13 19:37:59,78578,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-13 19:37:59,2025-05-13 19:38:14,14922,Succeeded
Grootboekrekening wijzigen,2025-05-13 19:38:16,2025-05-13 19:38:40,23929,Succeeded
Grootboekrekening kopiëren,2025-05-13 19:38:40,2025-05-13 19:38:53,13672,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-13 19:38:54,2025-05-13 19:39:03,9673,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-13 19:39:05,2025-05-13 19:39:24,19276,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-13 19:39:25,2025-05-13 19:40:24,58988,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-13 19:40:25,2025-05-13 19:41:19,53863,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-13 19:41:20,2025-05-13 19:41:30,10563,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-13 19:41:30,2025-05-13 19:42:12,41553,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-13 19:42:13,2025-05-13 19:43:55,102330,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-13 19:43:57,2025-05-13 19:44:12,15621,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-13 19:44:13,2025-05-13 19:44:40,26863,Succeeded
Aanmaken ondernemer in Internet,2025-05-13 19:44:42,2025-05-13 19:44:59,17074,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-13 19:45:00,2025-05-13 19:46:08,67749,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-13 19:46:09,2025-05-13 19:46:42,32955,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-13 19:46:43,2025-05-13 19:47:03,19724,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-13 19:47:03,2025-05-13 19:47:13,10212,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-13 19:47:15,2025-05-13 19:47:34,19679,Succeeded
Afschrijvingen triggeren,2025-05-13 19:47:35,2025-05-13 19:47:44,9503,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-13 19:47:45,2025-05-13 19:48:15,29652,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-13 19:48:15,2025-05-13 19:49:11,55994,Succeeded
Betaling doen in Holding B.V.,2025-05-13 19:49:13,2025-05-13 19:50:43,90089,Succeeded
Controle op de betaling doen (betaalbestand controleren van Holding B.V.),2025-05-13 19:50:43,2025-05-13 19:50:52,8930,Succeeded
Voorbereiding - Bankmutatie negatief overige uitgave met sneltoetsen toevoegen,2025-05-13 19:50:53,2025-05-13 19:51:03,9446,Succeeded
Match op zoekwaarde (Uitgave),2025-05-13 19:51:04,2025-05-13 19:51:21,16701,Succeeded
Match op zoekwaarde (Ontvangst),2025-05-13 19:51:22,2025-05-13 19:51:35,12776,Succeeded
Match op zoekwaarde incl. btw (Uitgave),2025-05-13 19:51:36,2025-05-13 19:51:55,18500,Succeeded
Match op zoekwaarde incl. btw (Ontvangst),2025-05-13 19:51:56,2025-05-13 19:52:19,22965,Succeeded
Afletterregel VPB (betalingskenmerk belastingdienst),2025-05-13 19:52:20,2025-05-13 19:52:54,33664,Succeeded
Afletterregel OB (betalingskenmerk belastingdienst),2025-05-13 19:52:55,2025-05-13 19:53:07,12182,Succeeded
Controle afletterregel OB (betalingskenmerk belastingdienst),2025-05-13 19:53:08,2025-05-13 19:53:19,11553,Succeeded
Afletterregel overboeking naar/overboeking van,2025-05-13 19:53:20,2025-05-13 19:54:39,78805,Succeeded
Afletterregel Motorrijtuigenbelasting (betalingskenmerk belastingdienst),2025-05-13 19:54:40,2025-05-13 19:54:50,9646,Succeeded
Afletterregel loonheffing naheffing (betalingskenmerk belastingdienst) niet afletteren,2025-05-13 19:54:51,2025-05-13 19:55:04,12631,Succeeded
Afletterregel loonheffing naheffing (betalingskenmerk belastingdienst),2025-05-13 19:55:05,2025-05-13 19:55:14,9160,Succeeded
Afletterregel loonheffing (betalingskenmerk belastingdienst),2025-05-13 19:55:15,2025-05-13 19:55:28,12518,Succeeded
Afletterregel Loonheffing november 2023,2025-05-13 19:55:29,2025-05-13 19:55:40,10323,Succeeded
Afletterregel kas (Uitgave),2025-05-13 19:55:41,2025-05-13 19:55:59,18532,Succeeded
Afletterregel kas (Ontvangst),2025-05-13 19:56:00,2025-05-13 19:56:20,19296,Succeeded
Afletterregel IB (betalingskenmerk belastingdienst),2025-05-13 19:56:21,2025-05-13 19:56:48,27246,Succeeded
Aanmaken afletterregel bank op deel van omschrijving en tegenrekening,2025-05-13 19:56:49,2025-05-13 19:57:01,11280,Succeeded
Vooruitontvangst via memoriaal,2025-05-13 19:57:03,2025-05-13 19:59:06,123037,Succeeded
Vooruitbetaling via memoriaal,2025-05-13 19:59:07,2025-05-13 20:00:08,61320,Succeeded
Openstaande post (crediteur) volledig boeken op betalingsverschillen,2025-05-13 20:00:10,2025-05-13 20:00:57,47183,Succeeded
Openstaande post crediteur boeken op twee grootboekrekeningen,2025-05-13 20:00:58,2025-05-13 20:01:52,53851,Succeeded
Openstaande posten TG 6,2025-05-13 20:01:53,2025-05-13 20:04:57,183856,Succeeded
Openstaande posten TG 4,2025-05-13 20:04:59,2025-05-13 20:17:56,777307,Succeeded
Vaste boeking niet in balans foutmelding,2025-05-13 20:17:57,2025-05-13 20:18:13,16024,Succeeded
Vaste boeking aanmaken,2025-05-13 20:18:15,2025-05-13 20:18:35,20131,Succeeded
Vaste boeking wijzigen,2025-05-13 20:18:35,2025-05-13 20:19:03,28254,Succeeded
Vaste boeking multiselect,2025-05-13 20:19:03,2025-05-13 20:19:36,32659,Succeeded
Vaste boeking verwijderen,2025-05-13 20:19:36,2025-05-13 20:19:51,14540,Succeeded
Nieuwe ING bank/spaarrekening NL44INGB6296399693 toevoegen,2025-05-13 20:19:52,2025-05-13 20:20:27,34559,Succeeded
Positief boeken van bankrekening naar spaarrekening,2025-05-13 20:20:27,2025-05-13 20:20:45,18225,Succeeded
Negatief boeken van de bankrekening naar de spaarrekening,2025-05-13 20:20:46,2025-05-13 20:21:06,20161,Succeeded
Positieve rente boeken op de spaarrekening NL44INGB6296399693,2025-05-13 20:21:06,2025-05-13 20:21:28,21890,Succeeded
Negatieve rente boeken op de spaarrekening NL44INGB6296399693,2025-05-13 20:21:28,2025-05-13 20:21:57,28988,Succeeded
Controle bij de bankrekening op saldo.,2025-05-13 20:21:57,2025-05-13 20:22:41,43989,Succeeded
Positieve rente boeken op de spaarrekening NL05INGB6289099205,2025-05-13 20:22:43,2025-05-13 20:22:52,9482,Succeeded
Negatieve rente boeken op de spaarrekening NL05INGB6289099205,2025-05-13 20:22:53,2025-05-13 20:23:03,9788,Succeeded
Aanmaken VF met betaalwijze cc,2025-05-13 20:23:04,2025-05-13 20:23:36,31452,Succeeded
Bankmutatie voor de verkoopfactuur met betaling via cc,2025-05-13 20:23:36,2025-05-13 20:24:04,27392,Succeeded
Bankmutatie afletteren voor de verkoopfactuur met betaling via cc,2025-05-13 20:24:04,2025-05-13 20:34:46,641963,Succeeded
Afletteren positieve en negatieve openstaande post,2025-05-13 20:34:48,2025-05-13 20:48:04,796379,Succeeded
