description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-21 12:24:11,2025-05-21 12:30:04,353395,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-21 12:30:04,2025-05-21 12:30:09,4937,Succeeded
Instellen variabelen administratie urls 3,2025-05-21 12:30:11,2025-05-21 12:30:13,2076,Succeeded
Instellen variabelen,2025-05-21 12:30:13,2025-05-21 12:30:14,823,Succeeded
Instellen variabelen administratie urls 1,2025-05-21 12:30:15,2025-05-21 12:30:22,7099,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-21 12:30:22,2025-05-21 12:32:09,106608,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-21 12:32:09,2025-05-21 12:32:31,22690,Succeeded
Importeren Import definities part 7,2025-05-21 12:32:34,2025-05-21 12:33:04,30281,Succeeded
Importeren Import definities part 6,2025-05-21 12:33:05,2025-05-21 12:33:35,30009,Succeeded
Importeren Import definities part 5,2025-05-21 12:33:37,2025-05-21 12:34:05,28410,Succeeded
Importeren Import definities part 4,2025-05-21 12:34:06,2025-05-21 12:35:27,80839,Succeeded
Importeren Import definities part 3,2025-05-21 12:35:28,2025-05-21 12:36:02,34157,Succeeded
Importeren Import definities part 2,2025-05-21 12:36:03,2025-05-21 12:36:31,27456,Succeeded
Importeren Import definities part 1,2025-05-21 12:36:32,2025-05-21 12:37:07,34679,Succeeded
Import volledige e-inkoopfactuur,2025-05-21 12:37:08,2025-05-21 12:38:05,57374,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-21 12:38:05,2025-05-21 12:38:19,14080,Succeeded
Grootboekrekening wijzigen,2025-05-21 12:38:21,2025-05-21 12:38:45,24610,Succeeded
Grootboekrekening kopiëren,2025-05-21 12:38:45,2025-05-21 12:38:59,13580,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-21 12:38:59,2025-05-21 12:39:09,9654,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-21 12:39:10,2025-05-21 12:39:28,18507,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-21 12:39:30,2025-05-21 12:40:25,55141,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-21 12:40:26,2025-05-21 12:41:18,51930,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-21 12:41:18,2025-05-21 12:41:35,16522,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-21 12:41:35,2025-05-21 12:42:11,35416,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-21 12:42:12,2025-05-21 12:43:51,99184,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-21 12:43:52,2025-05-21 12:44:07,14975,Succeeded
