description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-10 18:57:42,2025-05-10 19:03:27,345450,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-10 19:03:28,2025-05-10 19:03:31,3336,Succeeded
Instellen variabelen administratie urls 3,2025-05-10 19:03:33,2025-05-10 19:03:39,6030,Succeeded
Instellen variabelen,2025-05-10 19:03:39,2025-05-10 19:03:45,6402,Succeeded
Instellen variabelen administratie urls 1,2025-05-10 19:03:46,2025-05-10 19:03:50,3504,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-10 19:03:50,2025-05-10 19:05:36,105703,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-10 19:05:36,2025-05-10 19:06:00,23565,Succeeded
Importeren Import definities part 7,2025-05-10 19:06:02,2025-05-10 19:06:34,31290,Succeeded
Importeren Import definities part 6,2025-05-10 19:06:35,2025-05-10 19:07:03,28449,Succeeded
Importeren Import definities part 5,2025-05-10 19:07:05,2025-05-10 19:07:33,28310,Succeeded
Importeren Import definities part 4,2025-05-10 19:07:34,2025-05-10 19:09:15,101269,Succeeded
Importeren Import definities part 3,2025-05-10 19:09:17,2025-05-10 19:09:52,35006,Succeeded
Importeren Import definities part 2,2025-05-10 19:09:53,2025-05-10 19:10:21,28084,Succeeded
Importeren Import definities part 1,2025-05-10 19:10:22,2025-05-10 19:10:57,34571,Succeeded
Import volledige e-inkoopfactuur,2025-05-10 19:10:58,2025-05-10 19:11:53,55340,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-10 19:11:53,2025-05-10 19:12:10,16286,Succeeded
Grootboekrekening wijzigen,2025-05-10 19:12:11,2025-05-10 19:12:36,24634,Succeeded
Grootboekrekening kopiëren,2025-05-10 19:12:36,2025-05-10 19:12:50,14259,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-10 19:12:51,2025-05-10 19:13:00,9871,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-10 19:13:02,2025-05-10 19:13:18,16130,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-10 19:13:19,2025-05-10 19:14:12,53420,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-10 19:14:14,2025-05-10 19:15:08,54394,Succeeded
