description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-13 13:44:44,2025-05-13 13:50:31,346476,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-13 13:50:31,2025-05-13 13:50:36,4406,Succeeded
Instellen variabelen administratie urls 3,2025-05-13 13:50:37,2025-05-13 13:50:38,879,Succeeded
Instellen variabelen,2025-05-13 13:50:38,2025-05-13 13:50:43,4959,Succeeded
Instellen variabelen administratie urls 1,2025-05-13 13:50:44,2025-05-13 13:50:51,7089,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-13 13:50:52,2025-05-13 13:52:32,100713,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-13 13:52:33,2025-05-13 13:52:56,23470,Succeeded
Importeren Import definities part 7,2025-05-13 13:52:58,2025-05-13 13:53:29,30676,Succeeded
Importeren Import definities part 6,2025-05-13 13:53:30,2025-05-13 13:53:59,28271,Succeeded
Importeren Import definities part 5,2025-05-13 13:54:00,2025-05-13 13:54:28,28335,Succeeded
Importeren Import definities part 4,2025-05-13 13:54:29,2025-05-13 13:55:51,81210,Succeeded
Importeren Import definities part 3,2025-05-13 13:55:52,2025-05-13 13:56:26,34454,Succeeded
Importeren Import definities part 2,2025-05-13 13:56:28,2025-05-13 13:56:55,27611,Succeeded
Importeren Import definities part 1,2025-05-13 13:56:56,2025-05-13 13:57:30,33826,Succeeded
Import volledige e-inkoopfactuur,2025-05-13 13:57:31,2025-05-13 13:58:27,55362,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-13 13:58:27,2025-05-13 13:58:41,14685,Succeeded
Grootboekrekening wijzigen,2025-05-13 13:58:43,2025-05-13 13:59:08,25548,Succeeded
Grootboekrekening kopiëren,2025-05-13 13:59:09,2025-05-13 13:59:22,13785,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-13 13:59:23,2025-05-13 13:59:32,9736,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-13 13:59:34,2025-05-13 13:59:50,16645,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-13 13:59:52,2025-05-13 14:00:46,54136,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-13 14:00:47,2025-05-13 14:01:33,46231,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-13 14:01:33,2025-05-13 14:01:49,16042,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-13 14:01:50,2025-05-13 14:02:26,36490,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-13 14:02:27,2025-05-13 14:04:19,111511,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-13 14:04:20,2025-05-13 14:04:35,15137,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-13 14:04:37,2025-05-13 14:05:04,27011,Succeeded
Aanmaken ondernemer in Internet,2025-05-13 14:05:05,2025-05-13 14:05:24,18875,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-13 14:05:25,2025-05-13 14:06:44,78745,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-13 14:06:45,2025-05-13 14:07:17,31815,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-13 14:07:18,2025-05-13 14:07:48,30104,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-13 14:07:49,2025-05-13 14:07:59,10743,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-13 14:08:01,2025-05-13 14:08:20,19252,Succeeded
