description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-22 21:31:13,2025-05-22 21:35:31,257843,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-22 21:35:31,2025-05-22 21:35:36,4298,Succeeded
Instellen variabelen administratie urls 3,2025-05-22 21:35:37,2025-05-22 21:35:38,545,Succeeded
Instellen variabelen,2025-05-22 21:35:38,2025-05-22 21:35:39,469,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-22 21:35:40,2025-05-22 21:36:19,39184,Succeeded
Instellen variabelen administratie urls 1,2025-05-22 21:35:40,2025-05-22 21:35:40,345,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-22 21:36:20,2025-05-22 21:36:40,20495,Succeeded
Importeren Import definities part 7,2025-05-22 21:36:42,2025-05-22 21:37:09,27359,Succeeded
Importeren Import definities part 6,2025-05-22 21:37:11,2025-05-22 21:37:38,27655,Succeeded
Importeren Import definities part 5,2025-05-22 21:37:39,2025-05-22 21:38:07,27616,Succeeded
Importeren Import definities part 4,2025-05-22 21:38:08,2025-05-22 21:39:29,80653,Succeeded
Importeren Import definities part 3,2025-05-22 21:39:30,2025-05-22 21:40:04,34201,Succeeded
Importeren Import definities part 2,2025-05-22 21:40:05,2025-05-22 21:40:33,27269,Succeeded
Importeren Import definities part 1,2025-05-22 21:40:34,2025-05-22 21:41:08,33899,Succeeded
Import volledige e-inkoopfactuur,2025-05-22 21:41:09,2025-05-22 21:41:41,32212,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-22 21:41:41,2025-05-22 21:41:55,13241,Succeeded
Grootboekrekening wijzigen,2025-05-22 21:41:56,2025-05-22 21:42:09,12717,Succeeded
Grootboekrekening kopiëren,2025-05-22 21:42:09,2025-05-22 21:42:24,14365,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-22 21:42:24,2025-05-22 21:42:36,12167,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-22 21:42:37,2025-05-22 21:42:52,14681,Succeeded
