description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-13 08:17:02,2025-05-13 08:22:49,347107,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-13 08:22:49,2025-05-13 08:22:58,8581,Succeeded
Instellen variabelen administratie urls 3,2025-05-13 08:22:59,2025-05-13 08:23:00,1226,Succeeded
Instellen variabelen,2025-05-13 08:23:00,2025-05-13 08:23:01,779,Succeeded
Instellen variabelen administratie urls 1,2025-05-13 08:23:02,2025-05-13 08:23:03,484,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-13 08:23:03,2025-05-13 08:25:05,122168,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-13 08:25:05,2025-05-13 08:25:28,22994,Succeeded
Importeren Import definities part 7,2025-05-13 08:25:31,2025-05-13 08:26:02,30609,Succeeded
Importeren Import definities part 6,2025-05-13 08:26:03,2025-05-13 08:26:31,27897,Succeeded
Importeren Import definities part 5,2025-05-13 08:26:32,2025-05-13 08:26:59,27452,Succeeded
Importeren Import definities part 4,2025-05-13 08:27:01,2025-05-13 08:28:21,80717,Succeeded
Importeren Import definities part 3,2025-05-13 08:28:23,2025-05-13 08:28:57,34125,Succeeded
Importeren Import definities part 2,2025-05-13 08:28:58,2025-05-13 08:29:26,27613,Succeeded
Importeren Import definities part 1,2025-05-13 08:29:27,2025-05-13 08:30:05,38056,Succeeded
Import volledige e-inkoopfactuur,2025-05-13 08:30:06,2025-05-13 08:31:18,72251,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-13 08:31:19,2025-05-13 08:31:33,14565,Succeeded
Grootboekrekening wijzigen,2025-05-13 08:31:35,2025-05-13 08:31:59,24523,Succeeded
Grootboekrekening kopiëren,2025-05-13 08:32:00,2025-05-13 08:32:13,13744,Succeeded
Controle op conversie van geblokkeerde grootboekrekening - Nummer mag niet leeg zijn,2025-05-13 08:32:14,2025-05-13 08:32:23,9647,Succeeded
Verkoopregels activering aan ict b.v.,2025-05-13 08:32:24,2025-05-13 08:32:41,16136,Succeeded
Activering verkoopregels aan in import b.v.,2025-05-13 08:32:42,2025-05-13 08:33:37,55703,Succeeded
Verkoopproduct voor gebruik forfatair / Speciaal tarief toevoegen,2025-05-13 08:33:39,2025-05-13 08:34:28,49523,Succeeded
Activering inschakelen voor verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-13 08:34:29,2025-05-13 08:34:47,17864,Succeeded
Voorbereiding - Verkoop op rekening met forfatair / Speciaal btw-tarief,2025-05-13 08:34:47,2025-05-13 08:35:24,37201,Succeeded
Controle van fiscale plan bij vaste activa. Restwaarde moet aangevinkt zijn.,2025-05-13 08:35:25,2025-05-13 08:37:08,102280,Succeeded
inrichten van betalingskorting op de inkoopfactuur - crediteur niveau,2025-05-13 08:37:09,2025-05-13 08:37:24,15110,Succeeded
Aanmaken Rabobank rekening bij Holding t.b.v. inlezen Rabobank Payments Insight bestand.,2025-05-13 08:37:25,2025-05-13 08:37:53,27553,Succeeded
Aanmaken ondernemer in Internet,2025-05-13 08:37:54,2025-05-13 08:38:11,17302,Succeeded
Nieuwe ING bank/spaarrekening NL05INGB6289099205 toevoegen,2025-05-13 08:38:12,2025-05-13 08:39:20,67436,Succeeded
Dubbele inkoopfactuur 1 aanmaken,2025-05-13 08:39:21,2025-05-13 08:39:55,33888,Succeeded
Aanmaken vast activa in ICT B.V. (testen POA 293743),2025-05-13 08:39:56,2025-05-13 08:40:17,20506,Succeeded
Afschrijvingen triggeren ICT B.V.,2025-05-13 08:40:17,2025-05-13 08:40:28,10709,Succeeded
Aanmaken vaste activa - Consultancy B.V.,2025-05-13 08:40:29,2025-05-13 08:40:48,19267,Succeeded
Afschrijvingen triggeren,2025-05-13 08:40:49,2025-05-13 08:40:57,8855,Succeeded
Incassomachtigingen toevoegen in ICT B.V.,2025-05-13 08:40:59,2025-05-13 08:41:29,29838,Succeeded
Aanmaken verkoopfactuur met betaalwijze Incasso tbv controlelijst betalingen onderweg,2025-05-13 08:41:29,2025-05-13 08:42:27,58562,Succeeded
Betaling doen in Holding B.V.,2025-05-13 08:42:29,2025-05-13 08:43:53,84469,Succeeded
Controle op de betaling doen (betaalbestand controleren van Holding B.V.),2025-05-13 08:43:54,2025-05-13 08:44:03,9120,Succeeded
Voorbereiding - Bankmutatie negatief overige uitgave met sneltoetsen toevoegen,2025-05-13 08:44:04,2025-05-13 08:44:14,10010,Succeeded
Match op zoekwaarde (Uitgave),2025-05-13 08:44:15,2025-05-13 08:44:33,17390,Succeeded
Match op zoekwaarde (Ontvangst),2025-05-13 08:44:34,2025-05-13 08:44:46,12442,Succeeded
Match op zoekwaarde incl. btw (Uitgave),2025-05-13 08:44:48,2025-05-13 08:45:05,17232,Succeeded
Match op zoekwaarde incl. btw (Ontvangst),2025-05-13 08:45:06,2025-05-13 08:45:31,24511,Succeeded
