description,startTime,endTime,duration,status
Aanmaken aanmaken met gebruik van de KvK koppeling in een geconverteerde omgeving - Mantel Utrecht B.V.,2025-05-09 09:45:03,2025-05-09 09:50:50,346814,Succeeded
Instellen variabelen administratie urls na aanmaken adminstratie,2025-05-09 09:50:50,2025-05-09 09:50:56,5831,Succeeded
Instellen variabelen administratie urls 3,2025-05-09 09:50:57,2025-05-09 09:50:58,592,Succeeded
Instellen variabelen,2025-05-09 09:50:58,2025-05-09 09:50:59,521,Succeeded
Instellen variabelen administratie urls 1,2025-05-09 09:51:00,2025-05-09 09:51:01,1387,Succeeded
Aanmaken nieuwe auditfile op basis van boekjaar in ICT B.V.,2025-05-09 09:51:01,2025-05-09 09:52:53,111484,Succeeded
Aanmaken nieuwe auditfile op basis van periode in ICT B.V.,2025-05-09 09:52:53,2025-05-09 09:53:17,23529,Succeeded
Importeren Import definities part 7,2025-05-09 09:53:19,2025-05-09 09:53:50,30968,Succeeded
Importeren Import definities part 6,2025-05-09 09:53:51,2025-05-09 09:54:19,28095,Succeeded
Importeren Import definities part 5,2025-05-09 09:54:21,2025-05-09 09:54:48,27410,Succeeded
Importeren Import definities part 4,2025-05-09 09:54:49,2025-05-09 09:56:11,81488,Succeeded
Importeren Import definities part 3,2025-05-09 09:56:12,2025-05-09 09:56:47,34922,Succeeded
Importeren Import definities part 2,2025-05-09 09:56:48,2025-05-09 09:57:16,27948,Succeeded
Importeren Import definities part 1,2025-05-09 09:57:17,2025-05-09 09:57:51,33741,Succeeded
Import volledige e-inkoopfactuur,2025-05-09 09:57:52,2025-05-09 09:59:14,81972,Succeeded
Import onvolledige e-inkoopfactuur,2025-05-09 09:59:14,2025-05-09 09:59:29,14717,Succeeded
Grootboekrekening wijzigen,2025-05-09 09:59:30,2025-05-09 09:59:54,23278,Succeeded
Grootboekrekening kopiëren,2025-05-09 09:59:54,2025-05-09 10:00:08,14067,Succeeded
